cidade,pais,lat,lon
Pedro Velho,Brazil,-6.4389,-35.2208
Vinci,Italy,43.7833,10.9167
Impruneta,Italy,43.6854,11.2544
Radomir,Bulgaria,42.5467,22.9642
Busto Garolfo,Italy,45.5478,8.8867
Astoria,United States,46.1856,-123.8053
Shuichecun,China,24.09,116.0174
Fritzlar,Germany,51.1333,9.2667
Lons,France,43.315,-0.4108
Candeias,Brazil,-20.7669,-45.2758
Alamo,United States,37.8546,-122.013
Paiania,Greece,37.95,23.85
Santa Croce sull' Arno,Italy,43.7202,10.7727
Gidole,Ethiopia,5.65,37.3667
Kondrovo,Russia,54.8064,35.9278
Kizel,Russia,59.05,57.65
Zmiiv,Ukraine,49.6878,36.3558
Gondomar,Spain,42.1111,-8.7611
Podebrady,Czechia,50.1425,15.1189
Jisr ez Zarqa,Israel,32.5379,34.9122
Mascote,Brazil,-15.5628,-39.3028
Taft,United States,35.1267,-119.4242
Amersham,United Kingdom,51.677,-0.603
Ferndale,United States,48.8525,-122.5893
Victoria,Philippines,12.45,124.3167
Namanga,Kenya,-2.55,36.7833
Livingston,United States,37.3875,-120.7248
Whitewater,United States,42.8372,-88.7341
Clarksdale,United States,34.1971,-90.5729
Romilly-sur-Seine,France,48.5158,3.7267
West Lealman,United States,27.8191,-82.7385
Mondolfo,Italy,43.7517,13.0956
Vrbovec,Croatia,45.8833,16.4333
Arona,Italy,45.7569,8.56
Warragul,Australia,-38.15,145.9333
Franklin Park,United States,40.5903,-80.0999
Ramsey,United States,41.0595,-74.1454
Palmital,Brazil,-24.8928,-52.2028
Collecchio,Italy,44.7527,10.2157
New Freedom,United States,39.7353,-76.6967
Alpine,United States,32.8439,-116.7585
Victor,United States,42.9894,-77.4277
San Policarpo,Philippines,12.1791,125.5072
Gafanha da Nazare,Portugal,40.6333,-8.7167
Chateau-d'Olonne,France,46.5042,-1.7372
Phra Samut Chedi,Thailand,13.5934,100.5801
Great Falls,United States,39.011,-77.3013
Yankton,United States,42.8901,-97.3926
Nzalat Laadam,Morocco,32.0806,-7.93
London,United States,39.8936,-83.4376
Fujisaki,Japan,40.6561,140.5025
Oftringen,Switzerland,47.315,7.9236
Rotenburg an der Fulda,Germany,50.995,9.7272
Audincourt,France,47.4828,6.8397
Markt Schwaben,Germany,48.1917,11.8681
Ternitz,Austria,47.7167,16.0333
Chegdomyn,Russia,51.1178,133.0241
Pattensen,Germany,52.2645,9.7644
Nioro,Mali,15.1833,-9.55
Salem Lakes,United States,42.5366,-88.1307
Bayeux,France,49.2786,-0.7039
Petrolandia,Brazil,-9.1828,-38.2689
Brooklyn Park,United States,39.217,-76.6174
Saint-Brevin-les-Pins,France,47.2464,-2.1669
Navashino,Russia,55.5333,42.2
Hampton Bays,United States,40.8692,-72.5227
Mions,France,45.6631,4.9531
Spenge,Germany,52.1331,8.4831
Grodzisk Wielkopolski,Poland,52.2333,16.3667
Kontiolahti,Finland,62.7667,29.85
Betsukai,Japan,43.3942,145.1175
Huasuo,China,35.4043,107.0869
Ighrem n'Ougdal,Morocco,31.2282,-7.4237
Jackson,United States,37.3792,-89.6521
Sai Buri,Thailand,6.7012,101.6181
Uryzhar,Kazakhstan,47.09,81.6228
Nevel,Russia,56.0167,29.9333
Summerside,Canada,46.4,-63.7833
Lobau,Germany,51.0944,14.6667
Comox,Canada,49.6733,-124.9022
Bom Lugar,Brazil,-4.22,-45.0389
Karabanovo,Russia,56.3089,38.7014
Fortim,Brazil,-4.45,-37.7833
Wombourn,United Kingdom,52.5302,-2.1857
Montelupo Fiorentino,Italy,43.7333,11.0167
Amay,Belgium,50.5478,5.3192
Maglie,Italy,40.1167,18.3
El Paisnal,El Salvador,13.9667,-89.2167
Cehegin,Spain,38.0925,-1.7989
Katyr-Yurt,Russia,43.17,45.3711
Nova Trento,Brazil,-27.2867,-48.9303
Yazoo City,United States,32.8618,-90.4067
Mount Washington,United States,38.043,-85.5549
Upanema,Brazil,-5.6419,-37.2578
Sylvan Lake,Canada,52.3083,-114.0964
Jacksonville,United States,31.9642,-95.2617
California,United States,38.2969,-76.4949
Vennesla,Norway,58.3106,7.8569
Orbetello,Italy,42.4394,11.2125
Anao-aon,Philippines,9.7333,125.4167
Guilford,United States,39.8812,-77.601
Ivanic-Grad,Croatia,45.7081,16.3947
Bissendorf,Germany,52.2333,8.1667
Grimes,United States,41.6776,-93.7946
Andorinha,Brazil,-10.345,-39.8328
Tabuse,Japan,33.9547,132.0414
Buritirama,Brazil,-5.5928,-47.0178
Presidente Dutra,Brazil,-11.2958,-41.9869
Bangui,Philippines,18.5333,120.7667
Huizucar,El Salvador,13.5833,-89.2333
Tepetzintla,Mexico,21.1647,-97.8528
Bellair-Meadowbrook Terrace,United States,30.1796,-81.7375
Obanazawa,Japan,38.6008,140.4058
Lamont,United States,35.2651,-118.9159
Castel San Giorgio,Italy,40.7833,14.7
Lebanon,United States,37.6717,-92.6603
Dorfen,Germany,48.2667,12.15
Roncade,Italy,45.6246,12.3766
Lalibela,Ethiopia,12.0356,39.0462
Morpeth,United Kingdom,55.1675,-1.6908
Ait Yaich,Algeria,36.5811,4.3303
Ekenas,Finland,59.975,23.4361
Rixheim,France,47.7486,7.4044
Villa San Giovanni,Italy,38.2167,15.6333
Correia Pinto,Brazil,-27.585,-50.3608
Shimubi,China,19.1645,110.3043
Cidelandia,Brazil,-5.1739,-47.7819
Lauchhammer,Germany,51.5,13.8
Saint Joseph,Trinidad And Tobago,10.65,-61.4167
Sidmant al Jabal,Egypt,29.0856,30.9344
Tubaran,Philippines,7.7167,124.1667
Bhalil,Morocco,33.85,-4.8667
Amberieu-en-Bugey,France,45.9581,5.3578
Novi Iskar,Bulgaria,42.8031,23.3436
Piano di Sorrento,Italy,40.6333,14.4111
Maydolong,Philippines,11.5,125.5
Rokycany,Czechia,49.7428,13.5946
Hot Springs Village,United States,34.6568,-92.9644
St. Simons,United States,31.1774,-81.3857
Berettyoujfalu,Hungary,47.2167,21.55
Campbellsville,United States,37.3446,-85.3511
Muri,Switzerland,46.9319,7.4872
Kushimoto,Japan,33.4725,135.7814
Xexeu,Brazil,-8.8019,-35.6269
Nishinoomote,Japan,30.7325,130.9975
Usingen,Germany,50.334,8.5372
Malsch,Germany,48.8808,8.3342
Broome,Australia,-17.9619,122.2361
Roquebrune-sur-Argens,France,43.4433,6.6378
Tsivilsk,Russia,55.8667,47.4833
Ledyard,United States,41.44,-72.0167
Danilov,Russia,58.1833,40.1833
Maqat,Kazakhstan,47.65,53.3167
Vargem da Roca,Brazil,-11.6069,-40.1369
Monteroni di Lecce,Italy,40.3333,18.1
San Ramon,Peru,-11.1247,-75.3569
Cicekdagi,Turkey,39.6036,34.4158
Bedford,United States,38.8602,-86.4895
Oulad Driss,Morocco,31.9536,-8.2053
Trinitapoli,Italy,41.35,16.1
Nocatee,United States,30.0918,-81.4097
Tonawanda,United States,43.0105,-78.8805
Soledade,Brazil,-7.0569,-36.3628
Lope de Vega,Philippines,12.2983,124.6238
Bang Racham,Thailand,14.8864,100.3235
Cambridge,United States,40.0221,-81.5868
Angical,Brazil,-12.0069,-44.6939
Bad Wurzach,Germany,47.9094,9.8994
Governador Celso Ramos,Brazil,-27.315,-48.5589
Pilisvorosvar,Hungary,47.6211,18.9108
Wymondham,United Kingdom,52.57,1.116
Arzgir,Russia,45.3736,44.2208
Xincun,China,27.6739,103.8739
Kinogitan,Philippines,8.9855,124.7937
Ashiya,Japan,33.8939,130.6639
Holliston,United States,42.1977,-71.445
Montataire,France,49.2556,2.4383
Wschowa,Poland,51.8,16.3
Great Baddow,United Kingdom,51.719,0.507
Berck-sur-Mer,France,50.4083,1.5928
Calera,United States,33.1249,-86.745
Ochakiv,Ukraine,46.6186,31.5392
Budakeszi,Hungary,47.5111,18.93
Travagliato,Italy,45.524,10.0797
Sanjiang Nongchang,China,19.8798,110.6011
Massaranduba,Brazil,-26.6108,-49.0078
Tolland,United States,41.8786,-72.3648
Stein bei Nurnberg,Germany,49.4167,11.0167
Patnanungan,Philippines,14.7833,122.1833
Askim,Norway,59.5832,11.1629
Raamsdonk,Netherlands,51.6878,4.9081
Port Augusta,Australia,-32.4925,137.7658
Carmen de Areco,Argentina,-34.3833,-59.8167
Rehlingen-Siersburg,Germany,49.3686,6.6786
Lubbeek,Belgium,50.8817,4.8414
Youngsville,United States,30.0964,-91.9963
Tayum,Philippines,17.6165,120.6553
Candiba,Brazil,-14.4108,-42.8669
Royse City,United States,32.9762,-96.3175
Brazopolis,Brazil,-22.4739,-45.6078
Ardestan,Iran,33.3797,52.3725
Farnborough,United Kingdom,51.3591,0.0741
Azalea Park,United States,28.5473,-81.2956
Versoix,Switzerland,46.2833,6.1667
Hulyaypole,Ukraine,47.6644,36.2632
Pomorie,Bulgaria,42.5569,27.6405
Lauda-Konigshofen,Germany,49.5686,9.7039
Bischofsheim,Germany,49.989,8.355
Hartsville,United States,34.3676,-80.0833
Worthington,United States,40.0949,-83.021
Zontecomatlan de Lopez y Fuentes,Mexico,20.7667,-98.3333
Penrith,Australia,-33.7511,150.6942
North Fayette,United States,40.4204,-80.2246
Gland,Switzerland,46.4167,6.2667
Ihtiman,Bulgaria,42.4333,23.8167
`Alavicheh,Iran,33.0528,51.0825
Troon,United Kingdom,55.54,-4.66
Mascali,Italy,37.7578,15.1958
Nyagatare,Rwanda,-1.2947,30.3272
Cafelandia,Brazil,-24.6178,-53.32
Saint-Jacques-de-la-Lande,France,48.0903,-1.6956
Condoto,Colombia,5.0917,-76.65
Brad,Romania,46.1294,22.79
Bollullos par del Condado,Spain,37.3358,-6.5364
General MacArthur,Philippines,11.25,125.5333
Ottweiler,Germany,49.4014,7.1634
Sanderstead,United Kingdom,51.3358,-0.0818
Baiersbronn,Germany,48.5058,8.3711
Plerin,France,48.5344,-2.7708
Abong Mbang,Cameroon,3.9833,13.1667
Latiano,Italy,40.5333,17.7167
Zollikon,Switzerland,47.3422,8.5783
Simoes,Brazil,-7.5989,-40.8178
Las Vegas,United States,35.6011,-105.2206
Ban Kaeng,Thailand,16.4119,102.0402
Alfredo Chaves,Brazil,-20.635,-40.75
Bicas,Brazil,-21.725,-43.0589
Noya,Spain,42.7833,-8.8833
Southern Pines,United States,35.1927,-79.404
Goure,Niger,13.9874,10.27
Cicciano,Italy,40.9667,14.5333
Lopik,Netherlands,51.9722,4.9464
Djanet,Algeria,24.555,9.4853
Forster,Australia,-32.1806,152.5117
Hershey,United States,40.2806,-76.6458
Tepecoyo,El Salvador,13.7003,-89.4678
Berea,United States,34.8802,-82.4653
Saraland,United States,30.8478,-88.1004
Ipaucu,Brazil,-23.0569,-49.6267
Kuurne,Belgium,50.8519,3.2861
El Dorado,United States,37.8209,-96.8614
Darlowo,Poland,54.4167,16.4167
Manor,United States,30.3562,-97.5228
Williamstown,United States,39.6874,-74.9786
Matias Barbosa,Brazil,-21.8689,-43.3189
Chelsfield,United Kingdom,51.3582,0.1278
Jever,Germany,53.5744,7.9008
Eberbach,Germany,49.4667,8.9833
Wilbraham,United States,42.127,-72.4308
Bacuag,Philippines,9.6081,125.6405
Paradise Valley,United States,33.5434,-111.9595
Radomyshl,Ukraine,50.4947,29.2333
Santa Maria do Suacui,Brazil,-18.19,-42.4139
Alzano Lombardo,Italy,45.7317,9.7283
Pastores,Guatemala,14.59,-90.75
Klasterec nad Ohri,Czechia,50.3846,13.1714
Pewaukee,United States,43.0701,-88.2411
Lapua,Finland,62.9708,23.0069
Washington,United States,39.7494,-77.558
Nafplio,Greece,37.5667,22.8
Heswall,United Kingdom,53.328,-3.099
Roncq,France,50.7536,3.1203
Urbino,Italy,43.7252,12.6372
Ayt 'Attou ou L'Arbi,Morocco,31.5456,-8.2967
Priverno,Italy,41.4667,13.1833
Mocha,Yemen,13.3167,43.25
Langwedel,Germany,52.9999,9.1732
Warwick,United States,40.2502,-75.0818
Olsberg,Germany,51.35,8.4833
Windham,United States,42.8076,-71.2994
Cadaval,Portugal,39.25,-9.1
Nea Alikarnassos,Greece,35.3286,25.1644
Oschatz,Germany,51.3003,13.1072
Villa Yapacani,Bolivia,-17.4028,-63.885
Rio Branco,Uruguay,-32.5969,-53.385
Majia,China,35.4599,103.2076
Bezou,Morocco,32.0833,-7.05
Boninal,Brazil,-12.7019,-41.8278
Usti nad Orlici,Czechia,49.9739,16.3937
Saint-Genis-Pouilly,France,46.2433,6.0214
Boula'wane,Morocco,32.8625,-8.0611
Gonzalez,United States,30.5822,-87.2906
Curua,Brazil,-1.8878,-55.1169
Port Orchard,United States,47.5163,-122.661
Yanhewan,China,36.7523,109.3677
San Julian,Philippines,11.7536,125.4558
Boa Nova,Brazil,-14.3628,-40.2078
Guaraniacu,Brazil,-25.1008,-52.8778
Forest City,United States,28.6619,-81.4443
Apuiares,Brazil,-3.9489,-39.4319
Qazyqurt,Kazakhstan,41.7598,69.388
Pucioasa,Romania,45.0742,25.4342
Zemamra,Morocco,32.6215,-8.7022
Santa Branca,Brazil,-23.3969,-45.8839
Breza,Bosnia And Herzegovina,44.021,18.261
Tibau do Sul,Brazil,-6.1869,-35.0919
Bosobolo,Congo (Kinshasa),4.1904,19.88
Douarnenez,France,48.0922,-4.3303
Santa Filomena,Brazil,-8.1628,-40.6158
Muscle Shoals,United States,34.7436,-87.6344
Jennings,United States,38.723,-90.2644
Tlayacapan,Mexico,18.9556,-98.9811
Henderson,United States,32.1576,-94.796
Stanytsia Luhanska,Ukraine,48.6667,39.4667
Boa Esperanca do Sul,Brazil,-21.9925,-48.3908
Leno,Italy,45.3703,10.2167
Connersville,United States,39.6581,-85.141
Royal Kunia,United States,21.4053,-158.0318
Neustadt an der Donau,Germany,48.8,11.7667
Maxcanu,Mexico,20.5833,-89.9833
Caldas,Brazil,-21.9239,-46.3858
Much,Germany,50.9167,7.4
Goonellabah,Australia,-28.815,153.3178
Antequera,Philippines,9.7812,123.8975
Tsimlyansk,Russia,47.6467,42.0947
Ust'-Ordynskiy,Russia,52.833,104.7
Metuchen,United States,40.5424,-74.3628
Barra do Mendes,Brazil,-11.81,-42.0589
Agua Boa,Brazil,-17.9958,-42.3889
Lieusaint,France,48.6322,2.5486
Vatra Dornei,Romania,47.35,25.3667
Kearsley,United Kingdom,53.53,-2.37
Alterosa,Brazil,-21.2489,-46.1428
Grain Valley,United States,39.0168,-94.2085
Milnrow,United Kingdom,53.6101,-2.1111
Bad Camberg,Germany,50.3,8.2667
Villaviciosa,Spain,43.4833,-5.4333
Iflissen,Algeria,36.8636,4.2203
Tubod,Philippines,9.562,125.571
Sopetran,Colombia,6.5017,-75.7433
Pinhalzinho,Brazil,-22.78,-46.57
Mount Dora,United States,28.8143,-81.6344
Cefalu,Italy,38.0395,14.0221
Barroquinha,Brazil,-3.0189,-41.1369
Skippack,United States,40.2165,-75.419
Stezzano,Italy,45.6508,9.6528
Langenselbold,Germany,50.1833,9.0333
Worgl,Austria,47.4831,12.0664
Cuevas del Almanzora,Spain,37.3,-1.8667
Uibai,Brazil,-11.3369,-42.1328
Oleggio,Italy,45.6,8.6333
San Juan,Trinidad And Tobago,10.65,-61.45
Scheemda,Netherlands,53.1667,6.9667
Orikhiv,Ukraine,47.5677,35.7849
Lotte,Germany,52.2764,7.9167
Abony,Hungary,47.1892,20.0053
Ceres,Argentina,-29.8833,-61.95
Hola Prystan,Ukraine,46.5167,32.5167
Squinzano,Italy,40.4333,18.05
Progreso,Mexico,32.5842,-115.5842
West Lincoln,Canada,43.0667,-79.5667
Dryden,United States,42.4786,-76.3563
Liedekerke,Belgium,50.8667,4.0833
Krasnyy Kut,Russia,50.95,46.9667
Pe de Serra,Brazil,-11.8339,-39.6128
Manoel Vitorino,Brazil,-14.145,-40.2428
Dueville,Italy,45.6333,11.55
Alausi,Ecuador,-2.19,-78.85
Wangjiaxian,China,36.5443,104.1496
Bo'ness,United Kingdom,56.0168,-3.6089
Schneeberg,Germany,50.5942,12.6456
Torrijos,Spain,39.9833,-4.2814
Fiesole,Italy,43.8,11.3
Argentan,France,48.7444,-0.0203
Glasgow,United States,37.0047,-85.9263
Locorotondo,Italy,40.75,17.3167
Little Falls,United States,40.8762,-74.218
Casinhas,Brazil,-7.7411,-35.7211
Branchburg,United States,40.5629,-74.714
Fraser,United States,42.5388,-82.9496
Riedisheim,France,47.7483,7.3669
Ourtzagh,Morocco,34.55,-4.9333
Rovinj,Croatia,45.0833,13.6333
Sun Lakes,United States,33.2172,-111.8695
Sidi Azzouz,Morocco,31.7667,-7.6667
Wilsdruff,Germany,51.0522,13.5383
Corinth,United States,34.9474,-88.5143
Ulchin,"Korea, South",37.002,129.4003
Gernsbach,Germany,48.7633,8.3342
Dimiao,Philippines,9.6167,124.1667
Mahinog,Philippines,9.15,124.7833
Hartselle,United States,34.4391,-86.94
East Bridgewater,United States,42.0352,-70.9424
Ollioules,France,43.1394,5.8469
Matane,Canada,48.85,-67.5333
Arroio dos Ratos,Brazil,-30.0769,-51.7289
Shamalgan,Kazakhstan,43.3775,76.62
Thonotosassa,United States,28.0465,-82.291
Hanover,United States,42.1224,-70.8566
Tagalft,Morocco,32.2381,-6.1194
Munsingen,Germany,48.4128,9.4953
Zemrane,Morocco,31.5339,-8.2672
Hlucin,Czechia,49.8979,18.192
Fostoria,United States,41.1601,-83.412
Tenafly,United States,40.9175,-73.9531
Brooks,Canada,50.5642,-111.8989
Taggia,Italy,43.8439,7.8509
Amantea,Italy,39.1333,16.0667
Tornesch,Germany,53.7,9.7167
Immenstadt im Allgau,Germany,47.5667,10.2167
Gargzdai,Lithuania,55.7,21.4
Maisach,Germany,48.2167,11.2667
Caselle Torinese,Italy,45.1833,7.65
Beekman,United States,41.6042,-73.6945
Yamada,Japan,39.4675,141.9489
Sassenberg,Germany,51.9897,8.0408
Zaouiat Moulay Bouchta El Khammar,Morocco,34.4833,-5.1167
North Strabane,United States,40.2279,-80.1488
Chaparral,United States,32.0442,-106.4061
Gorssel,Netherlands,52.2,6.2
Polyarnyye Zori,Russia,67.3658,32.4981
Scottsboro,United States,34.6438,-86.0491
Cliftonville,United Kingdom,51.3881,1.4046
Ascension,Bolivia,-15.6996,-63.08
Shirebrook,United Kingdom,53.2048,-1.2197
Leverano,Italy,40.2833,18.0833
Dippoldiswalde,Germany,50.8933,13.6667
Lockhart,United States,28.6271,-81.4354
Middlewich,United Kingdom,53.192,-2.443
Geldagana,Russia,43.2162,46.0381
Haaren,Netherlands,51.6017,5.2228
Thibodaux,United States,29.7941,-90.8163
Marmeleiro,Brazil,-26.1489,-53.0258
Marostica,Italy,45.7456,11.6553
Igrapiuna,Brazil,-13.8258,-39.1419
Sanpozhen,China,39.6683,115.4426
Sainte-Anne-des-Plaines,Canada,45.7617,-73.8204
Washington,United States,38.5514,-91.0151
Bom Principio,Brazil,-29.4889,-51.3528
Itinga,Brazil,-16.6128,-41.765
Ilhota,Brazil,-26.9,-48.8269
Paranhos,Brazil,-23.8928,-55.4308
San Andres Timilpan,Mexico,19.8667,-99.7333
Sainte-Maxime,France,43.3089,6.6378
Port Hedland,Australia,-20.31,118.6011
Fisciano,Italy,40.7667,14.8
Cotegipe,Brazil,-12.0278,-44.2578
Peumo,Chile,-34.4,-71.1667
Taglio,Italy,45.0167,12.2167
Chudovo,Russia,59.1281,31.6592
Hettstedt,Germany,51.6333,11.5
Beasain,Spain,43.0458,-2.1894
Pazar,Turkey,40.2759,36.2832
Alginet,Spain,39.2625,-0.4683
Bradley Gardens,United States,40.5711,-74.6678
Schiffdorf,Germany,53.5355,8.6622
Hanover,United States,40.8197,-74.4287
Det Udom,Thailand,14.906,105.0784
Lagangilang,Philippines,17.6103,120.7344
San Cristobal,Argentina,-30.3105,-61.2372
Greenlawn,United States,40.863,-73.3642
Wulong,China,23.3202,112.1901
Robbinsdale,United States,45.0261,-93.3332
Valday,Russia,57.9667,33.25
Pak Thong Chai,Thailand,14.7302,102.0263
Carlopolis,Brazil,-23.425,-49.7208
Yanshuiguan,China,36.8656,110.3536
Eching,Germany,48.3,11.6167
Tafrant,Morocco,34.625,-5.1242
Clewiston,United States,26.7529,-80.9399
Feldkirchen,Austria,46.7236,14.0919
Zolote,Ukraine,48.6833,38.5167
Tounfit,Morocco,32.4773,-5.1348
Furukawamen,Japan,33.2383,129.6506
Markdorf,Germany,47.7208,9.3917
Rio Piracicaba,Brazil,-19.9289,-43.1739
Abadla,Algeria,31.0167,-2.7333
Warren,United States,41.8433,-79.1445
Chippewa Falls,United States,44.9358,-91.3902
Lakinsk,Russia,56.0169,39.9494
Robbinsville,United States,40.222,-74.591
Artena,Italy,41.7333,12.9167
West Nipissing / Nipissing Ouest,Canada,46.3667,-79.9167
Maurilandia,Brazil,-17.9708,-50.3389
Uslar,Germany,51.6597,9.6358
Ocean View,United States,38.5355,-75.0984
Astolfo Dutra,Brazil,-21.315,-42.8619
Cienega de Flores,Mexico,25.95,-100.1833
Glasgow,United States,39.6015,-75.7474
Langerwehe,Germany,50.8167,6.3497
Cervignano del Friuli,Italy,45.8231,13.335
Ostwald,France,48.5511,7.7136
Tsukawaki,Japan,33.2833,131.1514
Bridgetown,United States,39.1551,-84.6359
Warrington,United States,30.3821,-87.2944
Carballino,Spain,42.431,-8.079
Temsamane,Morocco,35.1223,-3.6373
Yakhroma,Russia,56.2833,37.4833
Midlothian,United States,41.6254,-87.7243
Estremoz,Portugal,38.8422,-7.5881
Denzlingen,Germany,48.0683,7.8825
Summerfield,United States,38.9042,-76.8678
Medvezhyegorsk,Russia,62.9171,34.4569
Koundara,Guinea,12.48,-13.296
Tenerife,Colombia,9.8989,-74.8589
Eski Ikan,Kazakhstan,43.1833,68.5333
Coronel Bogado,Paraguay,-27.17,-56.25
El Barrio de la Soledad,Mexico,16.8,-95.1167
Bua Yai,Thailand,15.5858,102.4337
Cisnadie,Romania,45.7128,24.1508
Hollins,United States,37.3434,-79.9535
Schwabmunchen,Germany,48.1789,10.755
Lebedyn,Ukraine,50.5831,34.4823
Ban Mae Kaluang,Thailand,19.0778,99.927
Tarumirim,Brazil,-19.2808,-42.0069
Rezzato,Italy,45.515,10.3175
Takerbouzt,Algeria,36.418,4.3428
Cristopolis,Brazil,-12.2339,-44.4208
Mountain Home,United States,36.3348,-92.3846
Alexander City,United States,32.9242,-85.9361
Korneuburg,Austria,48.3453,16.3331
Svetlogorsk,Russia,54.9333,20.15
Wang'anzhen,China,39.3989,114.9367
Marechal Floriano,Brazil,-20.4128,-40.6828
Sines,Portugal,37.9536,-8.8712
Santo Antonio dos Lopes,Brazil,-4.8689,-44.36
Cambados,Spain,42.5,-8.8
Frankenberg,Germany,50.9108,13.0378
Camden,United States,34.2565,-80.6087
Kashin,Russia,57.36,37.6039
Tergnier,France,49.6558,3.2872
San Marcos,Honduras,14.38,-88.92
Bondeno,Italy,44.8894,11.4154
Matican,Kosovo,42.6449,21.1918
Dayr al Barsha,Egypt,27.7572,30.91
Otopeni,Romania,44.55,26.07
Rosemere,Canada,45.6369,-73.8
Corat,Azerbaijan,40.5739,49.7036
Hooksett,United States,43.0709,-71.4365
Maria da Fe,Brazil,-22.3078,-45.375
Lubsko,Poland,51.7877,14.9724
Toppenish,United States,46.3806,-120.3123
Ozark,United States,31.4508,-85.6473
Kouroussa,Guinea,10.653,-9.892
Douglas,United States,31.5065,-82.8543
Magdiwang,Philippines,12.4833,122.5167
Raydah,Yemen,15.8233,44.0386
Kawaii,Japan,38.0044,140.0458
Almoloya de Alquisiras,Mexico,18.85,-99.85
Matungao,Philippines,8.1333,124.1667
Eastham,United Kingdom,53.313,-2.962
Santiago Ixtayutla,Mexico,16.5667,-97.65
Malone,United States,44.7957,-74.2857
Santa Juliana,Brazil,-19.3089,-47.5242
Guape,Brazil,-20.7619,-45.9178
Vinto,Bolivia,-17.3972,-66.3136
Sankt Leon-Rot,Germany,49.2653,8.5986
North Auburn,United States,38.9306,-121.0821
Hard,Austria,47.4892,9.69
Juan de Acosta,Colombia,10.8286,-75.035
Douar Hammadi,Morocco,31.6043,-8.4688
Germasogeia,Cyprus,34.7181,33.0856
Shichinohe,Japan,40.7447,141.1578
Mill Valley,United States,37.9085,-122.5421
La Carlota,Spain,37.6667,-4.9333
Chalfont Saint Peter,United Kingdom,51.607,-0.556
Wennigsen,Germany,52.2742,9.5708
Niederzier,Germany,50.8831,6.4667
Pilas,Spain,37.3017,-6.2986
Quakenbruck,Germany,52.6772,7.9575
Tamaqua,United States,40.8033,-75.9344
Taruma,Brazil,-22.7469,-50.5769
Bickley,United Kingdom,51.4003,0.0466
Mistassini,Canada,48.8229,-72.2154
Bou Izakarn,Morocco,29.176,-9.714
Valenca,Portugal,42.0282,-8.6339
Hatten,Germany,53.0083,8.3167
Destin,United States,30.395,-86.4701
Amriswil,Switzerland,47.5497,9.3
Ocher,Russia,57.8833,54.7167
Kivertsi,Ukraine,50.8331,25.4614
Maridi,South Sudan,4.9151,29.4769
El Porvenir de Velasco Suarez,Mexico,15.4556,-92.2794
Zherdevka,Russia,51.8333,41.4667
Hayashima,Japan,34.6006,133.8283
Wittstock,Germany,53.1636,12.4856
Venev,Russia,54.35,38.2667
Murrhardt,Germany,48.9794,9.5783
West Boldon,United Kingdom,54.9447,-1.4409
Ad Dab`ah,Egypt,31.0338,28.4333
Puspokladany,Hungary,47.3197,21.1139
Salida,United States,37.7145,-121.087
Torquay,Australia,-38.3333,144.3167
Lewisville,United States,36.103,-80.4164
Sakaki,Japan,36.4619,138.1803
Kings Park West,United States,38.8151,-77.296
Nilo Pecanha,Brazil,-13.5989,-39.1069
Belison,Philippines,10.8333,121.9667
Malvik,Norway,63.3728,10.7508
Guia,Spain,28.1389,-15.6328
Kaoma,Zambia,-14.7796,24.8
Caln,United States,40.0014,-75.7618
Mirinzal,Brazil,-2.065,-44.7839
Bad Ischl,Austria,47.7115,13.6239
Torre del Campo,Spain,37.7667,-3.8833
Eppstein,Germany,50.1401,8.392
East Wenatchee,United States,47.4174,-120.2822
Golub-Dobrzyn,Poland,53.1,19.05
Lindenhurst,United States,42.4175,-88.0257
Phillipsburg,United States,40.6895,-75.1821
Biatorbagy,Hungary,47.4742,18.8236
Rio Casca,Brazil,-20.2258,-42.6508
Covington,United States,33.6049,-83.8465
Jefferson Valley-Yorktown,United States,41.3179,-73.8007
Piquete,Brazil,-22.6136,-45.1761
Rincon,United States,32.2947,-81.2353
Baianopolis,Brazil,-12.3058,-44.535
California City,United States,35.1578,-117.8721
Maasbracht,Netherlands,51.15,5.8833
Rizal,Philippines,8.5244,123.5516
Taos,United States,36.3871,-105.5804
Raynham,United States,41.9312,-71.0436
Neuenkirchen,Germany,52.2411,7.3689
Marchtrenk,Austria,48.1917,14.1106
Titiribi,Colombia,6.0625,-75.7936
North Branford,United States,41.3645,-72.7769
Porecatu,Brazil,-22.7558,-51.3789
Beilen,Netherlands,52.8567,6.5111
Hopatcong,United States,40.9541,-74.6593
Puerto Deseado,Argentina,-47.75,-65.9167
Nafpaktos,Greece,38.3917,21.8275
Hidalgo,United States,26.109,-98.2463
Isny im Allgau,Germany,47.6919,10.0394
Kadena,Japan,26.3617,127.7553
Nannestad,Norway,60.2456,10.9528
Fokino,Russia,53.45,34.4167
Cambridge,United States,38.5515,-76.0786
Abensberg,Germany,48.8109,11.8595
Gardendale,United States,33.6678,-86.8069
Mucambo,Brazil,-3.9089,-40.7469
Antioch,United States,42.4742,-88.0721
Uitgeest,Netherlands,52.5292,4.7103
Veglie,Italy,40.3333,17.9667
Engenheiro Paulo de Frontin,Brazil,-22.55,-43.6778
Bou Fekrane,Morocco,33.7601,-5.4866
Grand Falls,Canada,48.9578,-55.6633
Rheinfelden,Switzerland,47.5539,7.7958
Olgiate Olona,Italy,45.6333,8.8833
Kerben,Kyrgyzstan,41.5,71.75
Lakoucun,China,28.3412,119.9523
